level_0,index,playerID,yearID,stint,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
420,420,grissma02,2001,1,135,448,56,99,17,1,21,60.0,7.0,5.0,16,107.0,0.0,2.0,0.0,2.0,12.0
421,421,groombu01,2001,1,70,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
422,422,grudzma01,2001,1,133,539,83,146,21,3,13,55.0,4.0,4.0,28,83.0,0.0,11.0,3.0,5.0,9.0
423,423,guarded01,2001,1,67,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
424,424,guerrvl01,2001,1,159,599,107,184,45,4,34,108.0,37.0,16.0,60,88.0,24.0,9.0,0.0,3.0,24.0
425,425,guerrwi01,2001,1,60,142,16,48,5,1,1,8.0,5.0,2.0,3,17.0,0.0,0.0,2.0,0.0,1.0
426,426,guillca01,2001,1,140,456,72,118,21,4,5,53.0,4.0,1.0,53,89.0,0.0,1.0,7.0,6.0,9.0
427,427,guilljo01,2001,1,41,135,14,37,5,0,3,11.0,2.0,3.0,6,26.0,2.0,3.0,0.0,1.0,2.0
428,428,gulanmi01,2001,1,6,6,1,0,0,0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0
429,429,guthrma01,2001,1,54,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
430,430,gutieri01,2001,1,147,528,76,153,23,3,10,66.0,4.0,3.0,40,56.0,0.0,10.0,17.0,11.0,13.0
431,431,guzmacr01,2001,1,118,493,80,149,28,14,10,51.0,25.0,8.0,21,78.0,0.0,5.0,8.0,0.0,6.0
432,432,guzmaed01,2001,1,61,115,8,28,6,0,3,7.0,0.0,0.0,5,16.0,2.0,0.0,0.0,1.0,2.0
433,433,guzmage01,2001,1,4,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
434,434,gwynnto01,2001,1,71,102,5,33,9,1,1,17.0,1.0,0.0,10,9.0,1.0,0.0,0.0,0.0,1.0
435,435,hackmlu01,2001,1,35,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0
436,436,hairsje02,2001,1,159,532,63,124,25,5,8,47.0,29.0,11.0,44,73.0,0.0,13.0,9.0,4.0,12.0
437,437,halamjo01,2001,1,31,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
438,438,hallaro01,2001,1,17,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
439,439,hallto02,2001,1,49,188,28,56,16,0,4,30.0,2.0,2.0,4,16.0,0.0,3.0,0.0,1.0,5.0
440,440,haltesh01,2001,1,136,450,53,128,32,7,12,65.0,3.0,3.0,37,100.0,2.0,7.0,7.0,6.0,14.0
441,441,hamilda02,2001,1,52,126,15,27,7,1,1,5.0,3.0,1.0,19,20.0,3.0,2.0,2.0,2.0,2.0
442,442,hamiljo02,4002,3,26,8,0,1,1,0,0,1.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
443,443,hammoje01,2001,1,49,174,20,43,11,1,6,21.0,5.0,3.0,14,42.0,1.0,4.0,0.0,2.0,2.0
444,444,hamptmi01,2001,1,43,79,20,23,2,0,7,16.0,0.0,1.0,2,21.0,0.0,0.0,5.0,0.0,1.0
445,445,hanseda01,2001,1,92,140,13,33,10,0,2,20.0,0.0,1.0,32,29.0,5.0,0.0,0.0,3.0,3.0
446,446,harnipe01,2001,1,8,11,2,3,1,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0
447,447,harpetr01,2001,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
448,448,harrile01,2001,1,110,135,12,30,5,1,0,9.0,3.0,2.0,8,9.0,0.0,0.0,0.0,0.0,3.0
449,449,harriwi01,2001,1,9,24,3,3,1,0,0,0.0,0.0,0.0,0,7.0,0.0,0.0,1.0,0.0,0.0
450,450,harveke01,2001,1,4,12,1,3,1,0,0,2.0,0.0,1.0,0,4.0,0.0,0.0,0.0,0.0,1.0
451,451,harvich01,2001,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
452,452,hasegsh01,2001,1,46,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
453,453,haselbi01,2001,1,47,130,12,37,6,0,3,25.0,0.0,1.0,8,27.0,0.0,1.0,1.0,0.0,5.0
454,454,hattesc01,2001,1,94,278,34,68,19,0,3,25.0,1.0,1.0,33,26.0,0.0,4.0,0.0,1.0,7.0
455,455,hawkila01,2001,1,62,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
456,456,hayesch01,2001,1,31,50,4,10,2,0,0,4.0,0.0,0.0,7,16.0,1.0,0.0,0.0,1.0,1.0
457,457,hayneji01,2001,1,32,52,5,8,2,0,0,0.0,0.0,0.0,2,16.0,0.0,0.0,5.0,0.0,0.0
458,458,helliri01,2001,1,34,4,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
459,459,helmswe01,2001,1,100,216,28,48,10,3,10,36.0,1.0,1.0,21,56.0,2.0,1.0,0.0,1.0,3.0
460,460,heltoto01,2001,1,159,587,132,197,54,2,49,146.0,7.0,5.0,98,104.0,15.0,5.0,1.0,5.0,14.0
461,461,henderi01,2001,1,123,379,70,86,17,3,8,42.0,25.0,7.0,81,84.0,0.0,3.0,0.0,2.0,8.0
462,462,henrydo01,2001,1,53,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
463,463,hentgpa01,2001,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
464,464,heredfe01,2001,1,48,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
465,465,heredgi01,2001,1,24,3,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
466,466,hergema01,2001,1,75,9,0,4,0,0,0,1.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0
467,467,hermach01,2001,1,22,55,5,9,1,0,2,5.0,0.0,1.0,1,18.0,0.0,0.0,0.0,0.0,0.0
468,468,hermadu01,2001,1,34,62,2,5,1,0,0,3.0,0.0,0.0,2,30.0,0.0,0.0,5.0,0.0,1.0
469,469,hernaad01,2001,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
470,470,hernaal01,2001,1,7,11,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0
471,471,hernaca03,2001,1,3,5,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
472,472,hernajo01,2001,1,152,542,67,135,26,2,25,78.0,5.0,4.0,39,185.0,8.0,2.0,5.0,4.0,9.0
473,473,hernali01,2001,1,35,81,7,24,4,0,1,8.0,0.0,0.0,0,4.0,0.0,0.0,4.0,0.0,4.0
474,474,hernaor01,2001,1,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
475,475,hernara02,2001,1,136,453,55,115,25,0,15,60.0,1.0,1.0,37,68.0,3.0,6.0,9.0,4.0,10.0
476,476,hernaro01,2001,1,63,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
477,477,herndju01,2001,1,12,12,0,0,0,0,0,0.0,0.0,0.0,0,11.0,0.0,0.0,1.0,0.0,0.0
478,478,hiattph01,2001,1,30,50,6,12,3,0,2,6.0,0.0,0.0,3,19.0,1.0,0.0,0.0,0.0,0.0
479,479,hidalri01,2001,1,146,512,70,141,29,3,19,80.0,3.0,5.0,54,107.0,3.0,16.0,0.0,11.0,15.0
480,480,higgibo02,2001,1,147,541,84,150,28,6,17,71.0,20.0,12.0,80,65.0,3.0,2.0,1.0,9.0,8.0
481,481,hiljuer01,2001,1,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
482,482,hillesh02,2001,1,139,468,52,123,20,2,12,49.0,3.0,4.0,13,61.0,3.0,7.0,1.0,4.0,12.0
483,483,hillgl01,2001,1,16,66,4,9,0,0,1,2.0,0.0,0.0,0,20.0,0.0,0.0,0.0,0.0,3.0
484,484,hillke01,2001,1,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
485,485,hinchaj01,2001,1,45,121,10,19,3,0,6,15.0,1.0,1.0,8,26.0,1.0,3.0,1.0,1.0,5.0
486,486,hinchbr01,2001,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
487,487,hitchst01,4002,3,13,8,1,1,0,0,0,1.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0
488,488,hockide01,2001,1,112,327,34,82,16,2,3,25.0,6.0,1.0,29,67.0,1.0,2.0,4.0,1.0,7.0
489,489,hoffmtr01,2001,1,62,4,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
490,490,hollato01,2001,1,33,117,21,43,15,1,6,19.0,5.0,0.0,8,20.0,2.0,0.0,0.0,0.0,1.0
491,491,hollida01,2001,1,2,5,0,1,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0
492,492,holtch01,2001,1,30,4,0,1,1,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
493,493,holtzmi01,2001,1,63,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
494,494,hoovepa01,2001,1,3,4,1,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
495,495,houstty01,2001,1,75,235,36,68,7,0,12,38.0,0.0,0.0,18,62.0,1.0,1.0,2.0,0.0,3.0
496,496,howrybo01,2001,1,69,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
497,497,hubbami01,2001,1,5,11,1,3,1,0,1,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
498,498,hubbatr01,2001,1,5,12,2,3,0,1,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
499,499,huckake01,2001,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
500,500,hudsoti01,2001,1,36,8,1,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
501,501,huffau01,2001,1,111,411,42,102,25,1,8,45.0,1.0,3.0,23,72.0,2.0,0.0,0.0,0.0,18.0
502,502,hundlto01,2001,1,79,246,23,46,10,0,12,31.0,0.0,0.0,25,89.0,0.0,3.0,0.0,2.0,7.0
503,503,huntebr02,2001,1,83,145,22,40,6,0,2,16.0,14.0,3.0,16,25.0,0.0,0.0,3.0,2.0,3.0
504,504,hunteto01,2001,1,148,564,82,147,32,5,27,92.0,9.0,6.0,29,125.0,0.0,8.0,1.0,1.0,12.0
505,505,hutchch01,2001,1,3,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
506,506,hyzduad01,2001,1,51,72,7,15,1,0,5,9.0,0.0,1.0,4,18.0,0.0,1.0,0.0,0.0,1.0
507,507,ibanera01,2001,1,104,279,44,78,11,5,13,54.0,0.0,2.0,32,51.0,2.0,0.0,0.0,1.0,6.0
508,508,ingebr01,2001,1,79,189,13,34,11,0,0,15.0,1.0,4.0,9,41.0,0.0,0.0,2.0,2.0,2.0
509,509,irabuhi01,2001,1,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
510,510,isrinja01,2001,1,65,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
511,511,izturce01,2001,1,46,134,19,36,6,2,2,9.0,8.0,1.0,2,15.0,0.0,0.0,4.0,0.0,0.0
512,512,jacksda04,2001,1,122,440,67,106,21,6,4,38.0,23.0,6.0,44,128.0,2.0,6.0,2.0,3.0,6.0
513,513,jacksmi02,2001,1,67,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
514,514,jacksry01,2001,1,79,118,19,25,4,2,2,11.0,3.0,1.0,5,26.0,0.0,1.0,2.0,0.0,1.0
515,515,jahajo01,2001,1,12,45,2,4,3,0,0,8.0,0.0,0.0,6,15.0,0.0,0.0,0.0,1.0,3.0
516,516,jamesmi01,2001,1,40,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
517,517,jarvike01,2001,1,34,61,8,11,3,0,1,10.0,0.0,1.0,5,20.0,0.0,1.0,5.0,2.0,2.0
518,518,javiest01,2001,1,89,281,44,82,14,1,4,33.0,11.0,1.0,36,47.0,1.0,2.0,3.0,1.0,8.0
519,519,jenkige01,2001,1,105,397,60,105,21,1,20,63.0,4.0,2.0,36,120.0,7.0,8.0,0.0,5.0,11.0
520,520,jennija01,2001,1,7,15,2,4,1,0,1,2.0,0.0,0.0,1,3.0,0.0,0.0,1.0,0.0,0.0
521,521,jenniro01,6003,6,48,132,14,35,8,2,3,18.0,0.0,0.0,7,18.0,1.0,0.0,0.0,1.0,0.0
522,522,jensema01,4002,3,12,29,0,5,1,0,0,2.0,0.0,0.0,0,10.0,0.0,0.0,0.0,0.0,1.0
523,523,jensery01,2001,1,10,12,0,2,0,0,0,2.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0
524,524,jeterde01,2001,1,150,614,110,191,35,3,21,74.0,27.0,3.0,56,99.0,3.0,10.0,5.0,1.0,13.0
525,525,jimenda01,2001,1,86,308,45,85,19,0,3,33.0,2.0,3.0,39,68.0,4.0,0.0,0.0,2.0,9.0
526,526,jimenjo01,2001,1,56,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
527,527,jodiebr01,4002,3,8,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
528,528,johnsad01,2001,1,7,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
529,529,johnsbr01,2001,1,3,4,0,1,0,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
530,530,johnsch04,2001,1,128,451,51,117,32,0,18,75.0,0.0,0.0,38,133.0,2.0,4.0,0.0,3.0,8.0
531,531,johnsja02,2001,1,32,3,0,1,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
532,532,johnsjo08,2001,1,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
533,533,johnsma01,2001,1,71,118,17,30,6,1,6,23.0,0.0,2.0,16,31.0,1.0,0.0,0.0,2.0,0.0
534,534,johnsma02,2001,1,61,173,21,43,6,1,5,18.0,2.0,1.0,23,31.0,1.0,2.0,10.0,3.0,5.0
535,535,johnsmi02,2001,1,10,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
536,536,johnsni01,2001,1,23,67,6,13,2,0,2,8.0,0.0,0.0,7,15.0,0.0,4.0,0.0,0.0,3.0
537,537,johnsra05,2001,1,35,80,2,8,0,0,0,2.0,0.0,0.0,3,38.0,0.0,1.0,7.0,0.0,3.0
538,538,johnsru01,2001,1,85,248,32,73,19,2,4,33.0,2.0,2.0,34,57.0,0.0,1.0,4.0,1.0,2.0
539,539,jonesan01,2001,1,161,625,104,157,25,2,34,104.0,11.0,4.0,56,142.0,3.0,3.0,0.0,9.0,10.0
540,540,jonesbo03,2001,1,33,57,5,8,2,0,0,1.0,0.0,0.0,3,18.0,0.0,0.0,2.0,0.0,1.0
541,541,jonesch06,2001,1,159,572,113,189,33,5,38,102.0,9.0,10.0,98,82.0,20.0,2.0,0.0,5.0,13.0
542,542,jonesja04,2001,1,149,475,57,131,25,0,14,49.0,12.0,9.0,39,92.0,2.0,3.0,2.0,0.0,10.0
543,543,joneste02,2001,1,30,77,8,20,5,0,0,2.0,3.0,0.0,2,11.0,0.0,0.0,0.0,0.0,2.0
544,544,jonesto02,4002,3,69,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
545,545,jordabr01,2001,1,148,560,82,165,32,3,25,97.0,3.0,2.0,31,88.0,3.0,6.0,0.0,8.0,18.0
546,546,jordake01,2001,1,68,113,9,27,5,0,1,13.0,0.0,0.0,14,21.0,2.0,0.0,0.0,0.0,1.0
547,547,joynewa01,2001,1,53,148,14,36,5,1,3,14.0,1.0,1.0,13,18.0,0.0,0.0,0.0,0.0,3.0
548,548,juddmi01,4002,3,12,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
549,549,juliojo01,2001,1,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
550,550,justida01,2001,1,111,381,58,92,16,1,18,51.0,1.0,2.0,54,83.0,5.0,0.0,0.0,4.0,6.0
551,551,kaplega01,2001,1,134,483,77,129,29,1,17,72.0,23.0,6.0,61,70.0,2.0,3.0,2.0,7.0,10.0
552,552,karnuja01,2001,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
553,553,karroer01,2001,1,121,438,42,103,22,0,15,63.0,3.0,1.0,41,101.0,2.0,3.0,0.0,3.0,15.0
554,554,karsast01,4002,3,74,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
555,555,keislra01,2001,1,10,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
556,556,kendaja01,2001,1,157,606,84,161,22,2,10,53.0,13.0,14.0,44,48.0,4.0,20.0,0.0,2.0,18.0
557,557,kennead01,2001,1,137,478,48,129,25,3,6,40.0,12.0,7.0,27,71.0,3.0,11.0,7.0,9.0,7.0
558,558,kennejo04,2001,1,20,4,1,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
559,559,kentje01,2001,1,159,607,84,181,49,6,22,106.0,7.0,6.0,65,96.0,4.0,11.0,0.0,13.0,11.0
560,560,kieltbo01,2001,1,37,104,8,26,8,0,2,14.0,3.0,0.0,8,25.0,2.0,1.0,0.0,5.0,2.0
561,561,kiescbr01,2001,1,35,42,5,10,2,1,3,9.0,0.0,0.0,3,13.0,0.0,0.0,0.0,0.0,1.0
562,562,kileda01,2001,1,34,71,5,9,4,0,1,4.0,0.0,0.0,5,33.0,0.0,0.0,5.0,0.0,0.0
563,563,kimby01,2001,1,78,6,0,1,0,0,0,2.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
564,564,kimsu01,2001,1,20,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
565,565,kingra01,2001,1,82,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
566,566,kingsge01,4002,3,13,19,4,5,0,0,0,1.0,3.0,1.0,2,4.0,0.0,1.0,0.0,0.0,1.0
567,567,kinkami01,2001,1,61,160,19,44,5,0,4,16.0,2.0,1.0,14,31.0,0.0,3.0,0.0,0.0,8.0
568,568,kleskry01,2001,1,146,538,105,154,34,6,30,113.0,23.0,4.0,88,89.0,7.0,3.0,0.0,9.0,16.0
569,569,klinest02,2001,1,89,2,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
570,570,knighbr01,2001,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
571,571,knoblch01,2001,1,137,521,66,130,20,3,9,44.0,38.0,9.0,58,73.0,1.0,14.0,5.0,2.0,10.0
572,572,knorrra01,2001,1,34,91,13,20,2,0,3,10.0,0.0,0.0,8,22.0,0.0,1.0,2.0,1.0,4.0
573,573,knotter01,2001,1,3,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
574,574,knottga01,2001,1,2,2,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
575,575,kochbi01,2001,1,69,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
576,576,kohlmry01,2001,1,34,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
577,577,kolbbr01,2001,1,10,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
578,578,kolbda01,2001,1,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
579,579,konerpa01,2001,1,156,582,92,164,35,0,32,99.0,1.0,0.0,54,89.0,6.0,9.0,0.0,5.0,17.0
580,580,koplomi01,2001,1,9,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
581,581,koskico01,2001,1,153,562,100,155,37,2,26,103.0,27.0,6.0,68,118.0,9.0,12.0,0.0,7.0,16.0
582,582,kotsama01,2001,1,119,406,67,118,29,1,10,58.0,13.0,5.0,48,58.0,1.0,2.0,1.0,3.0,11.0
583,583,kreutch01,2001,1,73,191,21,41,11,1,6,17.0,0.0,0.0,41,52.0,2.0,1.0,0.0,1.0,5.0
584,584,lakerti01,2001,1,16,33,5,6,0,0,1,5.0,0.0,0.0,6,8.0,0.0,0.0,1.0,0.0,1.0
585,585,lambmi01,2001,1,76,284,42,87,18,0,4,35.0,2.0,1.0,14,27.0,1.0,5.0,1.0,2.0,6.0
586,586,lampkto01,2001,1,79,204,28,46,10,0,5,22.0,1.0,0.0,18,41.0,1.0,7.0,1.0,1.0,4.0
587,587,lankfra01,4002,3,131,389,58,98,28,4,19,58.0,10.0,2.0,62,145.0,9.0,4.0,1.0,3.0,6.0
588,588,lansimi01,2001,1,106,352,45,88,23,0,8,34.0,3.0,3.0,22,50.0,1.0,1.0,4.0,3.0,7.0
589,589,larkiba01,2001,1,45,156,29,40,12,0,2,17.0,3.0,2.0,27,25.0,2.0,2.0,0.0,0.0,2.0
590,590,larsobr01,2001,1,14,33,2,4,2,0,0,1.0,0.0,0.0,2,10.0,0.0,0.0,0.0,0.0,1.0
591,591,larueja01,2001,1,121,364,39,86,21,2,12,43.0,3.0,3.0,27,106.0,4.0,9.0,1.0,2.0,11.0
592,592,lathach01,2001,1,43,73,12,20,3,1,2,10.0,4.0,1.0,10,28.0,1.0,1.0,0.0,0.0,1.0
593,593,lawrebr02,2001,1,27,26,0,3,2,0,0,3.0,0.0,0.0,0,7.0,0.0,0.0,2.0,1.0,0.0
594,594,lawtoma02,4002,3,151,559,95,155,36,1,13,64.0,29.0,8.0,85,80.0,6.0,11.0,0.0,2.0,16.0
595,595,leachja01,2001,1,8,10,0,1,0,0,0,1.0,0.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0
596,596,lecroma01,2001,1,15,40,6,17,5,0,3,12.0,0.0,1.0,0,8.0,0.0,1.0,0.0,1.0,0.0
597,597,ledeeri01,2001,1,78,242,33,56,21,1,2,36.0,3.0,3.0,23,58.0,0.0,3.0,1.0,3.0,3.0
598,598,leeca01,2001,1,150,558,75,150,33,3,24,84.0,17.0,7.0,38,85.0,2.0,6.0,1.0,2.0,15.0
599,599,leeda01,2001,1,41,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
600,600,leede02,2001,1,158,561,83,158,37,4,21,75.0,4.0,2.0,50,126.0,1.0,8.0,0.0,6.0,18.0
601,601,leetr01,2001,1,157,555,75,143,34,2,20,90.0,3.0,4.0,71,109.0,5.0,4.0,1.0,9.0,15.0
602,602,leiteal01,2001,1,29,62,2,4,0,1,0,3.0,0.0,0.0,2,28.0,0.0,0.0,0.0,0.0,0.0
603,603,leitema01,2001,1,20,7,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
604,604,leskacu01,2001,1,70,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
605,605,levinal01,2001,1,64,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
606,606,levisje01,2001,1,12,33,6,8,2,0,0,3.0,0.0,0.0,3,7.0,0.0,0.0,0.0,0.0,1.0
607,607,levraal01,2001,1,32,33,1,2,0,0,0,1.0,0.0,0.0,1,14.0,0.0,0.0,6.0,1.0,0.0
608,608,lewisda01,2001,1,82,164,18,46,9,1,1,12.0,5.0,5.0,8,25.0,0.0,3.0,5.0,0.0,2.0
609,609,lewisma01,2001,1,6,13,1,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
610,610,lidleco01,2001,1,29,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
611,611,liebejo01,2001,1,35,76,3,12,2,0,0,2.0,0.0,0.0,2,22.0,0.0,0.0,9.0,0.0,2.0
612,612,liebemi01,2001,1,34,121,21,28,8,0,2,11.0,0.0,0.0,12,21.0,2.0,3.0,0.0,0.0,2.0
613,613,liefeje01,2001,1,83,254,36,65,13,0,18,39.0,0.0,1.0,20,69.0,1.0,2.0,1.0,2.0,6.0
614,614,ligteke01,2001,1,53,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
615,615,lillyte01,2001,1,26,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0
616,616,limajo01,4002,3,32,17,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,1.0,0.0,0.0
617,617,lincomi01,2001,1,31,4,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
618,618,linebsc01,2001,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
619,619,lirafe01,2001,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
620,620,littlma01,2001,1,51,85,18,29,6,0,3,13.0,5.0,2.0,1,20.0,1.0,4.0,0.0,0.0,0.0
621,621,lloydgr01,2001,1,84,2,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
622,622,loaizes01,2001,1,36,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
623,623,lockhke01,2001,1,104,178,17,39,6,0,3,12.0,1.0,2.0,16,22.0,1.0,2.0,2.0,1.0,1.0
624,624,loducpa01,2001,1,125,460,71,147,28,0,25,90.0,2.0,4.0,39,30.0,2.0,6.0,5.0,9.0,11.0
625,625,loeweca01,2001,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
626,626,loftoja01,2001,1,8,26,1,5,1,0,0,1.0,2.0,1.0,1,4.0,0.0,0.0,0.0,1.0,1.0
627,627,loftoke01,2001,1,133,517,91,135,21,4,14,66.0,16.0,8.0,47,69.0,1.0,2.0,5.0,5.0,8.0
